,instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
25503,23792.0,DaBaby,Gorilla Glue,53.0,0.186,0.935,103535.0,0.615,0.0,F,0.1009999999999999,-6.325,Major,0.0604,?,4-Apr,0.2789999999999999,Rap
26295,28963.0,DaBaby,Best Friend (feat. Rich The Kid),57.0,0.104,0.87,186867.0,0.606,0.0,C#,0.155,-6.712999999999999,Major,0.147,150.154,3-Apr,0.605,Rap
29231,75915.0,DaBaby,Today - Intro,64.0,0.00331,0.915,137947.0,0.511,0.0,F#,0.0752,-7.482,Minor,0.3229999999999999,140.036,4-Apr,0.619,Rap
26445,68295.0,DaBaby,Suge,64.0,0.0608,0.8759999999999999,163320.0,0.662,0.0,D,0.127,-6.482,Minor,0.426,75.445,4-Apr,0.8440000000000001,Rap
39610,32262.0,Dan Auerbach,King of a One Horse Town,61.0,0.0824,0.5710000000000001,226200.0,0.698,0.0037,A,0.2789999999999999,-5.056,Minor,0.0353,?,4-Apr,0.61,Rock
34503,42329.0,Dan Auerbach,King of a One Horse Town,54.0,0.0824,0.5710000000000001,226200.0,0.698,0.0037,A,0.2789999999999999,-5.056,Minor,0.0353,91.647,4-Apr,0.61,Blues
24039,71687.0,Dan Fogelberg,Longer,57.0,0.865,0.308,195067.0,0.0427,0.0,G,0.179,-24.709,Major,0.0336,158.399,4-Apr,0.3829999999999999,Country
37227,24763.0,Dan Fogelberg,Longer,57.0,0.865,0.308,-1.0,0.0427,0.0,G,0.179,-24.709,Major,0.0336,158.399,4-Apr,0.3829999999999999,Rock
47351,35050.0,Danger Doom,Crosshairs,51.0,0.14,0.427,146853.0,0.525,7.340000000000001e-05,A,0.602,-8.035,Minor,0.205,171.793,4-Apr,0.578,Hip-Hop
17450,50947.0,Danger Doom,Crosshairs,47.0,0.14,0.427,146853.0,0.525,7.340000000000001e-05,A,0.602,-8.035,Minor,0.205,171.793,4-Apr,0.578,Alternative
17117,81384.0,Danger Doom,Benzi Box,48.0,0.0654,0.894,180093.0,0.4579999999999999,0.0192,D,0.107,-8.594,Major,0.0507,?,4-Apr,0.679,Alternative
46221,23176.0,Danger Doom,Benzi Box,52.0,0.0654,0.894,180093.0,0.4579999999999999,0.0192,D,0.107,-8.594,Major,0.0507,97.015,4-Apr,0.679,Hip-Hop
48290,41938.0,Danger Incorporated,Change Me,56.0,0.187,0.6990000000000001,173245.0,0.392,0.0,F,0.0999,-9.201,Minor,0.272,80.46,4-Apr,0.1159999999999999,Hip-Hop
25917,40097.0,Danger Incorporated,Change Me,56.0,0.187,0.6990000000000001,173245.0,0.392,0.0,F,0.0999,-9.201,Minor,0.272,?,4-Apr,0.1159999999999999,Rap
28965,65557.0,Danger Incorporated,Forever,56.0,0.00584,0.5579999999999999,220606.0,0.493,0.2769999999999999,A#,0.11,-10.630999999999998,Minor,0.0491,105.056,4-Apr,0.0666,Rap
47843,73874.0,Danger Incorporated,Forever,56.0,0.00584,0.5579999999999999,-1.0,0.493,0.2769999999999999,A#,0.11,-10.630999999999998,Minor,0.0491,105.056,4-Apr,0.0666,Hip-Hop
18726,45989.0,Danny Brown,25 Bucks (feat. Purity Ring),49.0,0.32,0.723,210880.0,0.848,0.0,F,0.144,-7.11,Major,0.0833,116.021,4-Apr,0.27,Alternative
26638,34567.0,Danny Brown,Really Doe,58.0,0.0417,0.6920000000000001,319434.0,0.983,0.0,C#,0.21,-3.469,Major,0.29,75.992,4-Apr,0.792,Rap
46838,27602.0,Danny Brown,Ain't it Funny,56.0,0.0108,0.483,177025.0,0.841,2.71e-06,F,0.382,-5.115,Minor,0.0964,?,4-Apr,0.204,Hip-Hop
26990,22020.0,Danny Brown,25 Bucks (feat. Purity Ring),54.0,0.32,0.723,210880.0,0.848,0.0,F,0.144,-7.11,Major,0.0833,116.021,4-Apr,0.27,Rap
47488,22650.0,Danny Brown,Really Doe,58.0,0.0417,0.6920000000000001,319434.0,0.983,0.0,C#,0.21,-3.469,Major,0.29,75.992,4-Apr,0.792,Hip-Hop
17932,74990.0,Danny Brown,Really Doe,52.0,0.0417,0.6920000000000001,319434.0,0.983,0.0,C#,0.21,-3.469,Major,0.29,75.992,4-Apr,0.792,Alternative
28120,23006.0,Danny Brown,Ain't it Funny,56.0,0.0108,0.483,177025.0,0.841,2.71e-06,F,0.382,-5.115,Minor,0.0964,?,4-Apr,0.204,Rap
21767,71959.0,Darius Rucker,Southern State Of Mind,51.0,0.147,0.601,216920.0,0.63,0.0,C#,0.263,-6.874,Major,0.0276,154.879,4-Apr,0.672,Country
20597,42228.0,Darius Rucker,This,54.0,0.121,0.625,218867.0,0.826,0.0,E,0.158,-5.037,Major,0.0325,99.919,4-Apr,0.6990000000000001,Country
37169,44976.0,Darius Rucker,This,55.0,0.121,0.625,218867.0,0.826,0.0,E,0.158,-5.037,Major,0.0325,99.919,4-Apr,0.6990000000000001,Rock
39314,25056.0,Darius Rucker,It Won't Be Like This For Long,58.0,0.335,0.584,219000.0,0.524,0.0,E,0.11,-6.001,Major,0.0287,143.863,4-Apr,0.389,Rock
39890,71441.0,Darius Rucker,Alright,65.0,0.0527,0.601,231920.0,0.8059999999999999,0.0,G,0.185,-4.579,Major,0.0345,89.87,4-Apr,0.711,Rock
35794,71502.0,Darius Rucker,Southern State Of Mind,51.0,0.147,0.601,216920.0,0.63,0.0,C#,0.263,-6.874,Major,0.0276,154.879,4-Apr,0.672,Rock
23891,53860.0,Darius Rucker,Alright,64.0,0.0527,0.601,231920.0,0.8059999999999999,0.0,G,0.185,-4.579,Major,0.0345,?,4-Apr,0.711,Country
23107,25232.0,Darius Rucker,Radio,48.0,0.119,0.62,190147.0,0.8490000000000001,0.0,C,0.0606,-6.836,Major,0.0833,185.93900000000002,4-Apr,0.965,Country
35939,41794.0,Darius Rucker,Radio,48.0,0.119,0.62,190147.0,0.8490000000000001,0.0,C,0.0606,-6.836,Major,0.0833,185.93900000000002,4-Apr,0.965,Rock
20724,38640.0,Darius Rucker,It Won't Be Like This For Long,58.0,0.335,0.584,219000.0,0.524,0.0,E,0.11,-6.001,Major,0.0287,?,4-Apr,0.389,Country
21130,36759.0,Darryl Worley,If Something Should Happen,59.0,0.251,0.55,279560.0,0.594,1.07e-06,E,0.0677,-8.51,Major,0.0374,?,4-Apr,0.282,Country
37442,57614.0,Darryl Worley,If Something Should Happen,59.0,0.251,0.55,279560.0,0.594,1.07e-06,E,0.0677,-8.51,Major,0.0374,159.091,4-Apr,0.282,Rock
24289,69675.0,Daryle Singletary,I Let Her Lie,57.0,0.118,0.6629999999999999,178190.0,0.48,0.000387,E,0.165,-9.267,Major,0.0245,95.912,4-Apr,0.218,Country
37226,65716.0,Daryle Singletary,I Let Her Lie,58.0,0.118,0.6629999999999999,-1.0,0.48,0.000387,E,0.165,-9.267,Major,0.0245,95.912,4-Apr,0.218,Rock
46843,21983.0,Das EFX,Real Hip-Hop,64.0,0.0217,0.858,247613.0,0.76,0.0,E,0.322,-7.895,Minor,0.254,93.08200000000001,4-Apr,0.951,Hip-Hop
25177,66795.0,Das EFX,Real Hip-Hop,64.0,0.0217,0.858,247613.0,0.76,0.0,E,0.322,-7.895,Minor,0.254,93.08200000000001,4-Apr,0.951,Rap
15057,42611.0,Daughtry,No Surprise,53.0,0.0074099999999999,0.508,270640.0,0.823,0.0,D#,0.104,-3.711,Major,0.031,95.98,4-Apr,0.152,Alternative
19669,62231.0,Daughtry,Waiting for Superman,56.0,0.0029,0.555,266960.0,0.682,0.0,C,0.0662,-5.711,Major,0.0269,105.98700000000001,4-Apr,0.3829999999999999,Alternative
38750,23544.0,Daughtry,Life After You,58.0,0.0534,0.434,-1.0,0.764,0.0,F,0.437,-3.45,Major,0.0299,?,4-Apr,0.309,Rock
37204,56259.0,Daughtry,No Surprise,57.0,0.0074099999999999,0.508,270640.0,0.823,0.0,D#,0.104,-3.711,Major,0.031,95.98,4-Apr,0.152,Rock
17971,49755.0,Daughtry,Life After You,53.0,0.0534,0.434,206413.0,0.764,0.0,F,0.437,-3.45,Major,0.0299,51.316,4-Apr,0.309,Alternative
39634,43216.0,Daughtry,Home,58.0,0.0021,0.45,255652.0,0.8490000000000001,1.61e-06,F#,0.195,-3.881,Major,0.0344,143.904,4-Apr,0.336,Rock
37896,61560.0,Daughtry,Waiting for Superman,61.0,0.0029,0.555,266960.0,0.682,0.0,C,0.0662,-5.711,Major,0.0269,105.98700000000001,4-Apr,0.3829999999999999,Rock
18258,76080.0,Daughtry,Home,55.0,0.0021,0.45,-1.0,0.8490000000000001,1.61e-06,F#,0.195,-3.881,Major,0.0344,143.904,4-Apr,0.336,Alternative
10077,48287.0,Dave Brubeck,In Your Own Sweet Way,41.0,0.989,0.627,297533.0,0.19,0.875,A#,0.113,-15.454,Major,0.0416,120.51899999999999,4-Apr,0.118,Jazz
44205,49103.0,Dave Brubeck,Besame Mucho,43.0,0.866,0.517,354573.0,0.273,0.774,A#,0.979,-17.279,Minor,0.0627,63.423,4-Apr,0.321,Classical
13424,65378.0,Dave Brubeck,Take Five,56.0,0.529,0.4539999999999999,324160.0,0.26,0.000778,A#,0.0646,-13.213,Minor,0.0404,174.21099999999998,5-Apr,0.5670000000000001,Jazz
11806,51653.0,Dave Brubeck,Koto Song - previously unreleased,32.0,0.908,0.642,360373.0,0.0995,0.451,A#,0.7,-24.26,Minor,0.0451,117.17200000000001,4-Apr,0.48,Jazz
11750,79951.0,Dave Brubeck,Besame Mucho,44.0,0.866,0.517,-1.0,0.273,0.774,A#,0.979,-17.279,Minor,0.0627,63.423,4-Apr,0.321,Jazz
43787,75769.0,Dave Brubeck,"Theme From ""Mr. Broadway""",32.0,0.63,0.601,146707.0,0.47,6.99e-05,F,0.281,-13.341,Minor,0.0291,110.735,3-Apr,0.88,Classical
12495,65664.0,Dave Brubeck,"Theme From ""Mr. Broadway""",32.0,0.63,0.601,146707.0,0.47,6.99e-05,F,0.281,-13.341,Minor,0.0291,110.735,3-Apr,0.88,Jazz
44476,68570.0,Dave Brubeck,Koto Song - previously unreleased,32.0,0.908,0.642,360373.0,0.0995,0.451,A#,0.7,-24.26,Minor,0.0451,?,4-Apr,0.48,Classical
13172,77701.0,Dave Brubeck,I Feel Pretty,35.0,0.6729999999999999,0.637,308533.0,0.307,0.00238,G#,0.204,-18.243,Major,0.0485,95.537,3-Apr,0.6559999999999999,Jazz
13016,39282.0,Dave Brubeck,Blue Rondo à la Turk,47.0,0.815,0.584,403693.0,0.387,0.182,G,0.1119999999999999,-12.666,Minor,0.0397,?,4-Apr,0.4429999999999999,Jazz
43225,78369.0,Dave Brubeck,Take Five,56.0,0.529,0.4539999999999999,324160.0,0.26,0.000778,A#,0.0646,-13.213,Minor,0.0404,174.21099999999998,5-Apr,0.5670000000000001,Classical
43375,51288.0,Dave Brubeck,In Your Own Sweet Way,41.0,0.989,0.627,297533.0,0.19,0.875,A#,0.113,-15.454,Major,0.0416,?,4-Apr,0.118,Classical
40539,69013.0,Dave Brubeck,I Feel Pretty,35.0,0.6729999999999999,0.637,308533.0,0.307,0.00238,G#,0.204,-18.243,Major,0.0485,?,3-Apr,0.6559999999999999,Classical
44027,91706.0,Dave Brubeck,Blue Rondo à la Turk,46.0,0.815,0.584,403693.0,0.387,0.182,G,0.1119999999999999,-12.666,Minor,0.0397,113.257,4-Apr,0.4429999999999999,Classical
46844,32512.0,Dave East,Perfect,56.0,0.0509,0.76,316133.0,0.5710000000000001,0.0,A,0.125,-5.318,Major,0.0655,122.949,4-Apr,0.151,Hip-Hop
45757,79026.0,Dave East,Phone Jumpin,60.0,0.0216,0.632,247227.0,0.767,0.0,A,0.3779999999999999,-4.002,Minor,0.2319999999999999,140.14,4-Apr,0.622,Hip-Hop
26451,71898.0,Dave East,Phone Jumpin,60.0,0.0216,0.632,247227.0,0.767,0.0,A,0.3779999999999999,-4.002,Minor,0.2319999999999999,140.14,4-Apr,0.622,Rap
48167,33588.0,Dave East,Fresh Prince Of Belaire,55.0,0.15,0.53,208728.0,0.754,0.0,C,0.0699,-8.674,Major,0.424,159.67700000000002,4-Apr,0.561,Hip-Hop
25587,89575.0,Dave East,Annoying,52.0,0.193,0.727,178253.0,0.792,0.0,F#,0.122,-5.016,Minor,0.289,121.929,4-Apr,0.523,Rap
46515,42369.0,Dave East,Annoying,52.0,0.193,0.727,178253.0,0.792,0.0,F#,0.122,-5.016,Minor,0.289,?,4-Apr,0.523,Hip-Hop
28496,73027.0,Dave East,Perfect,56.0,0.0509,0.76,316133.0,0.5710000000000001,0.0,A,0.125,-5.318,Major,0.0655,?,4-Apr,0.151,Rap
28075,67293.0,Dave East,Fresh Prince Of Belaire,55.0,0.15,0.53,208728.0,0.754,0.0,C,0.0699,-8.674,Major,0.424,159.67700000000002,4-Apr,0.561,Rap
38979,25149.0,Dave Mason,We Just Disagree,49.0,0.148,0.631,179733.0,0.365,0.0,E,0.0734,-10.647,Major,0.0245,85.921,4-Apr,0.473,Rock
32276,60435.0,Dave Mason,We Just Disagree,43.0,0.148,0.631,179733.0,0.365,0.0,E,0.0734,-10.647,Major,0.0245,85.921,4-Apr,0.473,Blues
48120,75486.0,Daveed Diggs,The Election of 1800,62.0,0.319,0.731,237983.0,0.42,0.0,A#,0.306,-10.199,Major,0.4629999999999999,67.41,4-Apr,0.645,Hip-Hop
17901,81267.0,Daveed Diggs,The Election of 1800,57.0,0.319,0.731,-1.0,0.42,0.0,A#,0.306,-10.199,Major,0.4629999999999999,67.41,4-Apr,0.645,Alternative
24954,90568.0,David Lee Murphy,Party Crowd,54.0,0.0358,0.779,198440.0,0.633,0.0,G,0.0901,-11.643,Major,0.0305,127.167,4-Apr,0.7,Country
38551,58072.0,David Lee Murphy,Party Crowd,54.0,0.0358,0.779,198440.0,0.633,0.0,G,0.0901,-11.643,Major,0.0305,127.167,4-Apr,0.7,Rock
35170,35258.0,David Lee Murphy,Dust On The Bottle,68.0,0.0248,0.737,224667.0,0.609,4.26e-06,B,0.208,-11.121,Major,0.0366,99.98299999999999,4-Apr,0.87,Rock
23771,87764.0,David Lee Murphy,Dust On The Bottle,67.0,0.0248,0.737,224667.0,0.609,4.26e-06,B,0.208,-11.121,Major,0.0366,99.98299999999999,4-Apr,0.87,Country
22388,72361.0,David Nail,Send My Love (To Your New Lover),53.0,0.165,0.5920000000000001,-1.0,0.515,1.21e-05,A,0.109,-7.526,Minor,0.0403,80.509,4-Apr,0.1889999999999999,Country
20943,84079.0,David Nail,Night's On Fire,66.0,0.243,0.54,189733.0,0.7759999999999999,0.0,E,0.3779999999999999,-4.155,Major,0.043,164.046,4-Apr,0.784,Country
35361,24396.0,David Nail,Send My Love (To Your New Lover),53.0,0.165,0.5920000000000001,210013.0,0.515,1.21e-05,A,0.109,-7.526,Minor,0.0403,80.509,4-Apr,0.1889999999999999,Rock
35998,32628.0,David Nail,Night's On Fire,66.0,0.243,0.54,189733.0,0.7759999999999999,0.0,E,0.3779999999999999,-4.155,Major,0.043,164.046,4-Apr,0.784,Rock
32572,27860.0,David T. Walker,Lovin' You,32.0,0.982,0.532,-1.0,0.222,0.911,A,0.108,-20.414,Major,0.0292,137.727,4-Apr,0.6709999999999999,Blues
10060,84177.0,David T. Walker,Lovin' You,34.0,0.982,0.532,224360.0,0.222,0.911,A,0.108,-20.414,Major,0.0292,137.727,4-Apr,0.6709999999999999,Jazz
24135,31631.0,Dawes,When The Tequila Runs Out,45.0,0.0438,0.682,-1.0,0.759,0.000309,C,0.367,-6.225,Major,0.0409999999999999,155.993,4-Apr,0.863,Country
16734,63172.0,Dawes,When The Tequila Runs Out,46.0,0.0438,0.682,284720.0,0.759,0.000309,C,0.367,-6.225,Major,0.0409999999999999,155.993,4-Apr,0.863,Alternative
22895,84593.0,Dawes,Crack The Case,57.0,0.629,0.531,354842.0,0.476,0.00257,F,0.0801,-11.328,Major,0.0345,130.232,4-Apr,0.239,Country
20470,63579.0,Dawes,When My Time Comes,58.0,0.722,0.327,308373.0,0.501,0.00245,A,0.113,-8.885,Major,0.0434,115.199,4-Apr,0.377,Country
15220,48703.0,Dawes,All Your Favorite Bands,50.0,0.777,0.427,215360.0,0.396,2e-06,G,0.102,-7.725,Major,0.0304,133.131,4-Apr,0.369,Alternative
38165,73648.0,Dawes,Crack The Case,57.0,0.629,0.531,354842.0,0.476,0.00257,F,0.0801,-11.328,Major,0.0345,130.232,4-Apr,0.239,Rock
17518,51997.0,Dawes,That Western Skyline,46.0,0.349,0.55,358773.0,0.387,0.307,A#,0.206,-7.922999999999999,Major,0.0287,113.99600000000001,4-Apr,0.213,Alternative
18523,35243.0,Dawes,When My Time Comes,55.0,0.722,0.327,-1.0,0.501,0.00245,A,0.113,-8.885,Major,0.0434,115.199,4-Apr,0.377,Alternative
38094,28586.0,Dawes,All Your Favorite Bands,54.0,0.777,0.427,215360.0,0.396,2e-06,G,0.102,-7.725,Major,0.0304,133.131,4-Apr,0.369,Rock
16554,32394.0,Dawes,Crack The Case,51.0,0.629,0.531,354842.0,0.476,0.00257,F,0.0801,-11.328,Major,0.0345,?,4-Apr,0.239,Alternative
22978,64602.0,Dawes,That Western Skyline,51.0,0.349,0.55,358773.0,0.387,0.307,A#,0.206,-7.922999999999999,Major,0.0287,113.99600000000001,4-Apr,0.213,Country
19710,58733.0,Days Of The New,Shelf In The Room,51.0,0.0349,0.621,283973.0,0.619,6.879999999999999e-05,F#,0.168,-9.047,Major,0.0264,128.967,4-Apr,0.325,Alternative
38028,83756.0,Days Of The New,Shelf In The Room,53.0,0.0359,0.623,283973.0,0.594,0.000137,B,0.144,-8.994,Major,0.0263,128.936,4-Apr,0.336,Rock
16524,58694.0,De La Soul,Rock Co.Kane Flow (feat. MF Doom),48.0,0.119,0.733,185267.0,0.67,0.0,A#,0.442,-3.532,Minor,0.132,86.98299999999999,4-Apr,0.763,Alternative
13688,21448.0,De La Soul,Rock Co.Kane Flow (feat. MF Doom),52.0,0.119,0.733,-1.0,0.67,0.0,A#,0.442,-3.532,Minor,0.132,86.98299999999999,4-Apr,0.763,Jazz
28583,65438.0,DeJ Loaf,Make You Fall In Love,54.0,0.213,0.636,-1.0,0.481,0.0,G#,0.123,-6.323,Major,0.113,?,4-Apr,0.346,Rap
45600,79400.0,DeJ Loaf,Make You Fall In Love,54.0,0.213,0.636,-1.0,0.481,0.0,G#,0.123,-6.323,Major,0.113,135.016,4-Apr,0.346,Hip-Hop
26118,72491.0,DeJ Loaf,Liberated,54.0,0.569,0.7390000000000001,199800.0,0.605,0.0,A#,0.0925,-3.632,Major,0.0449,127.0,4-Apr,0.623,Rap
27073,22659.0,DeJ Loaf,You Belong To Somebody Else,58.0,0.325,0.79,218697.0,0.472,5.83e-06,C#,0.276,-6.999,Minor,0.0656,115.055,4-Apr,0.287,Rap
45207,83722.0,DeJ Loaf,You Belong To Somebody Else,58.0,0.325,0.79,218697.0,0.472,5.83e-06,C#,0.276,-6.999,Minor,0.0656,115.055,4-Apr,0.287,Hip-Hop
26662,37028.0,DeJ Loaf,Me U & Hennessy,59.0,0.56,0.417,224972.0,0.551,0.0,D,0.129,-8.361,Major,0.272,?,4-Apr,0.216,Rap
49936,90533.0,DeJ Loaf,Me U & Hennessy,59.0,0.56,0.417,224972.0,0.551,0.0,D,0.129,-8.361,Major,0.272,86.848,4-Apr,0.216,Hip-Hop
48374,74554.0,DeJ Loaf,Liberated,54.0,0.569,0.7390000000000001,199800.0,0.605,0.0,A#,0.0925,-3.632,Major,0.0449,?,4-Apr,0.623,Hip-Hop
48953,48136.0,Dead Prez,Hip Hop,64.0,0.000633,0.725,214067.0,0.737,0.00417,E,0.109,-7.452999999999999,Major,0.324,77.161,4-Apr,0.2189999999999999,Hip-Hop
17142,50988.0,Dead Prez,Hip Hop,60.0,0.000633,0.725,214067.0,0.737,0.00417,E,0.109,-7.452999999999999,Major,0.324,77.161,4-Apr,0.2189999999999999,Alternative
19122,84945.0,Death Grips,The Fever (Aye Aye),48.0,0.159,0.432,186973.0,0.94,0.0,A#,0.154,-4.099,Minor,0.374,80.084,4-Apr,0.225,Alternative
18496,77527.0,Death Grips,No Love,50.0,0.0221,0.547,303693.0,0.884,1.33e-06,G#,0.0662,-1.452,Major,0.366,146.75,3-Apr,0.608,Alternative
48914,77061.0,Death Grips,The Fever (Aye Aye),53.0,0.159,0.432,186973.0,0.94,0.0,A#,0.154,-4.099,Minor,0.374,80.084,4-Apr,0.225,Hip-Hop
17390,35531.0,Death Grips,Guillotine,48.0,0.0678,0.561,223364.0,0.64,0.000387,B,0.148,-5.042,Minor,0.287,78.464,4-Apr,0.196,Alternative
16273,76288.0,Death Grips,Death Grips Is Online,46.0,0.0038799999999999,0.522,211662.0,0.962,0.0528,F#,0.406,-4.814,Major,0.0765,146.392,4-Apr,0.415,Alternative
48273,89083.0,Death Grips,Guillotine,51.0,0.0678,0.561,223364.0,0.64,0.000387,B,0.148,-5.042,Minor,0.287,78.464,4-Apr,0.196,Hip-Hop
45451,61696.0,Death Grips,Death Grips Is Online,52.0,0.0038799999999999,0.522,211662.0,0.962,0.0528,F#,0.406,-4.814,Major,0.0765,146.392,4-Apr,0.415,Hip-Hop
47779,26296.0,Death Grips,Hacker,53.0,0.0567,0.6809999999999999,275520.0,0.88,0.0,A,0.0893,-3.895,Major,0.2269999999999999,124.885,4-Apr,0.38,Hip-Hop
16659,90048.0,Death Grips,Hacker,50.0,0.0567,0.6809999999999999,275520.0,0.88,0.0,A,0.0893,-3.895,Major,0.2269999999999999,124.885,4-Apr,0.38,Alternative
45321,74021.0,Death Grips,No Love,54.0,0.0221,0.547,-1.0,0.884,1.33e-06,G#,0.0662,-1.452,Major,0.366,146.75,3-Apr,0.608,Hip-Hop
38370,23080.0,Deerhunter,Desire Lines,59.0,0.0565,0.318,-1.0,0.918,0.293,D,0.659,-6.287999999999999,Major,0.0373,120.56700000000001,4-Apr,0.6,Rock
39760,91143.0,Deerhunter,Agoraphobia,54.0,0.0309,0.579,202640.0,0.94,0.862,E,0.6559999999999999,-6.89,Major,0.0375,120.09700000000001,4-Apr,0.401,Rock
18580,79629.0,Deerhunter,Desire Lines,54.0,0.0565,0.318,404413.0,0.918,0.293,D,0.659,-6.287999999999999,Major,0.0373,120.56700000000001,4-Apr,0.6,Alternative
16768,69253.0,Deerhunter,Helicopter,52.0,0.2189999999999999,0.504,298173.0,0.718,0.503,E,0.257,-7.202000000000001,Major,0.039,73.984,4-Apr,0.418,Alternative
38505,72103.0,Deerhunter,Helicopter,58.0,0.2189999999999999,0.504,298173.0,0.718,0.503,E,0.257,-7.202000000000001,Major,0.039,73.984,4-Apr,0.418,Rock
17218,83599.0,Deerhunter,Agoraphobia,48.0,0.0309,0.579,202640.0,0.94,0.862,E,0.6559999999999999,-6.89,Major,0.0375,120.09700000000001,4-Apr,0.401,Alternative
18287,27267.0,Deerhunter,He Would Have Laughed,56.0,0.461,0.354,449373.0,0.6679999999999999,0.721,E,0.159,-7.9,Major,0.0392,118.54,4-Apr,0.372,Alternative
37942,79428.0,Deerhunter,He Would Have Laughed,62.0,0.461,0.354,449373.0,0.6679999999999999,0.721,E,0.159,-7.9,Major,0.0392,118.54,4-Apr,0.372,Rock
26483,74383.0,Deftones,Swerve City,56.0,0.0001,0.457,164987.0,0.964,0.00811,A#,0.67,-2.963,Major,0.0656,111.97200000000001,4-Apr,0.372,Rap
17268,54230.0,Deftones,Change (In the House of Flies) - In The House Of Flies LP Version,63.0,0.000249,0.2689999999999999,299533.0,0.853,0.000246,G,0.118,-4.647,Minor,0.0854,141.58100000000002,4-Apr,0.179,Alternative
17245,77930.0,Deftones,Swerve City,52.0,0.0001,0.457,-1.0,0.964,0.00811,A#,0.67,-2.963,Major,0.0656,111.97200000000001,4-Apr,0.372,Alternative
35875,66946.0,Deftones,Minerva,58.0,0.000152,0.349,257813.0,0.934,0.623,D#,0.281,-5.518,Minor,0.0644,124.055,4-Apr,0.0788,Rock
29065,22877.0,Deftones,Change (In the House of Flies) - In The House Of Flies LP Version,68.0,0.000249,0.2689999999999999,299533.0,0.853,0.000246,G,0.118,-4.647,Minor,0.0854,141.58100000000002,4-Apr,0.179,Rap
15350,53015.0,Deftones,Knife Prty,51.0,0.00025,0.295,289200.0,0.883,0.0234,C,0.1369999999999999,-3.897,Minor,0.0446,?,3-Apr,0.118,Alternative
38738,40036.0,Deftones,Digital Bath,60.0,0.00122,0.3379999999999999,255373.0,0.8590000000000001,0.211,E,0.0936,-4.938,Minor,0.0824,92.96600000000001,4-Apr,0.504,Rock
36093,54165.0,Deftones,Knife Prty,55.0,0.00025,0.295,289200.0,0.883,0.0234,C,0.1369999999999999,-3.897,Minor,0.0446,74.483,3-Apr,0.118,Rock
28499,31520.0,Deftones,Digital Bath,60.0,0.00122,0.3379999999999999,255373.0,0.8590000000000001,0.211,E,0.0936,-4.938,Minor,0.0824,92.96600000000001,4-Apr,0.504,Rap
37134,45957.0,Deftones,My Own Summer (Shove It),66.0,1.33e-05,0.4429999999999999,214760.0,0.7809999999999999,0.205,C#,0.166,-4.277,Major,0.0377,71.84100000000001,4-Apr,0.372,Rock
26818,45320.0,Deftones,Minerva,58.0,0.000152,0.349,257813.0,0.934,0.623,D#,0.281,-5.518,Minor,0.0644,124.055,4-Apr,0.0788,Rap
26801,27098.0,Deftones,My Own Summer (Shove It),66.0,1.33e-05,0.4429999999999999,214760.0,0.7809999999999999,0.205,C#,0.166,-4.277,Major,0.0377,71.84100000000001,4-Apr,0.372,Rap
17216,86601.0,Deftones,Digital Bath,56.0,0.00122,0.3379999999999999,255373.0,0.8590000000000001,0.211,E,0.0936,-4.938,Minor,0.0824,92.96600000000001,4-Apr,0.504,Alternative
29452,65049.0,Del The Funky Homosapien,Corner Story,53.0,0.152,0.8640000000000001,242867.0,0.7879999999999999,0.000128,B,0.0799,-6.566,Minor,0.299,87.941,4-Apr,0.8959999999999999,Rap
18288,52372.0,Del The Funky Homosapien,Corner Story,49.0,0.152,0.8640000000000001,242867.0,0.7879999999999999,0.000128,B,0.0799,-6.566,Minor,0.299,87.941,4-Apr,0.8959999999999999,Alternative
17126,58298.0,Deltron 3030,3030,47.0,0.502,0.495,449480.0,0.7709999999999999,7.290000000000001e-05,C#,0.143,-9.752,Major,0.126,81.615,4-Apr,0.805,Alternative
45924,45355.0,Deltron 3030,3030,49.0,0.502,0.495,-1.0,0.7709999999999999,7.290000000000001e-05,C#,0.143,-9.752,Major,0.126,81.615,4-Apr,0.805,Hip-Hop
19622,27209.0,Deltron 3030,Mastermind,47.0,0.00224,0.741,214307.0,0.657,0.0075599999999999,C,0.0825,-9.589,Minor,0.0374,94.211,4-Apr,0.25,Alternative
49143,87594.0,Deltron 3030,Mastermind,51.0,0.00224,0.741,214307.0,0.657,0.0075599999999999,C,0.0825,-9.589,Minor,0.0374,94.211,4-Apr,0.25,Hip-Hop
29360,76912.0,Dem Franchize Boyz,"Lean Wit It, Rock Wit It",61.0,0.0819999999999999,0.8859999999999999,-1.0,0.62,0.0,F,0.1,-5.854,Major,0.307,76.035,4-Apr,0.6,Rap
48976,38982.0,Dem Franchize Boyz,"Lean Wit It, Rock Wit It",61.0,0.0819999999999999,0.8859999999999999,229813.0,0.62,0.0,F,0.1,-5.854,Major,0.307,76.035,4-Apr,0.6,Hip-Hop
15560,50110.0,Demon Hunter,On My Side,49.0,4.68e-06,0.48,244387.0,0.953,0.0667,C#,0.0805,-5.061,Minor,0.0889,95.016,4-Apr,0.268,Alternative
35337,51443.0,Demon Hunter,On My Side,59.0,4.68e-06,0.48,244387.0,0.953,0.0667,C#,0.0805,-5.061,Minor,0.0889,95.016,4-Apr,0.268,Rock
